Freq,Amp,Phs
45,8.24233e-13,59.418
45.5,4.83173e-13,53.532
46,1.73373e-12,33.69
46.5,1.47794e-12,20.856
47,1.19372e-12,33.252
47.5,7.38968e-13,-32.658
48,1.47794e-12,-22.278
