Freq,Amp,Phs
48,8.24233e-13,11.31
47.5,6.82124e-13,74.982
47,1.30741e-12,11.736
46.5,1.36425e-12,57.474
46,1.62004e-12,25.26
45.5,7.6739e-13,72.72
45,9.94767e-13,30.324
